N2858	video	video	Nyttårskonserten i Olavshallen	Publisert: 06 januar 2017 18:21  Sist oppdatert: 06 januar 2017 21:54
N2898	nyheter	sortrondelag	Bygger E6 fra Ranheim til Åsen først	Saken oppdateres. To ganger i året legger Nye Veier frem en liste over tiltakene de ønsker å prioritere utbyggingsrekkefølgen av. Selskapet har fått i oppdrag å bygge ut E6 mellom Ranheim og Åsen, og E6 fra Melhus til Ulsberg. Les også: Motorveien kommer rett gjennom dette fjøset i Melhus I utbyggingsprosjektet E6 Ranheim–Åsen skal det totalt bygges 55 kilometer firefelts motorvei. Reguleringsplanen for strekningen mellom Ranheim og Værnes på 23 km er allerede vedtatt. Fra Melhus til Ulsberg skal det bygges 70 kilometer ny E6. Det er fortsatt ikke tatt stilling til når det blir anleggsstart for disse prosjektene. Selskapet laget allerede i mars et oppsett over hvilke tiltak de ville sette i gang først. 15. desember la Nye Veier frem en revidert liste. – Vår andre prioritering baserer seg på kostnadsanslag gjort av Statens vegvesen ved overføring av veiprosjektene til Nye Veier. Vi har gjennomført nye kost-nytteberegninger på alle prosjektene. Det er dette tallunderlaget som ligger til grunn for vår prioritering nå, sier Ingrid Dahl Hovland, administrerende direktør i Nye Veier i en pressemelding. Tre prosjekter lengre sør i landet ligger øverst på lista, mens E6 mellom Ranheim og Åsen er prioritert med tanke på snarlig utbygging. Selskapet sier ingen ting om strekningen mellom Melhus og Ulsberg. Les også: Slik blir nyveien mellom Melhus og Trondheim Nye Veier vektlegger samfunnsøkonomisk lønnsomheten når prioriteringsrekkefølgen avgjøres. Utvidelse til firefelt mellom Ranheim og Stjørdal, med nye tunneler, er tidligere kostnadsberegnet til om lag 6,3 milliarder kroner. Les også: Slik blir nye E6 mellom Trondheim og Stjørdal Nye Veier har ansvaret for utbygging av 530 km riksvei som er under planlegging. Totalt skal de investeres 150 milliarder kroner i prosjektene, de neste 20 årene.
N3006	pluss	okonomi	Koteng mener Reitan dekkes for negativt	Saken oppdateres. - Jeg stiller spørsmål om hva som er Adressas rolle, sier Koteng, som i et ironisk innlegg på Facebook tar et oppgjør med dekningen etter Remas lansering av appen «Æ». «Kjære Odd Reitan, hvorfor er dere så flinke, at dere skaper altfor store forventninger til Æ? (Vi hadde forventninger om at vi kanskje ikke trengte å kjøpe mer mat)», skriver Koteng, som har fått stor respons på innlegget. «Hvorfor pusser du opp Britannia for mange millioner? Hvorfor driver du disse Narvesen kioskene? (Professoren har jo sagt at det er forbundet med risiko). Hvorfor kjøper du opp og renoverer så mange bygårder i Midtbyen?», fortsetter han, før innlegget avsluttes med: «Hvorfor er dere så flinke med både varehandel, eiendom og kapital? Hvorfor i huleste driver dere forretning? Etter min mening må det være bedre at det er folk i Oslo som tar seg av dette. Vi har mer enn nok med offentlige penger, misunnelse og kjønnsdrift, sport og journalistikk.» På spørsmål om hvem det er rettet mot, svarer han: - Det er myntet først og fremst på journalister, og på journalisters rolle. På det at noen greier å skrive en kommentar om at man har lyktes med å lansere en «Æ» så godt, at det ikke innfrir forventningene, sier Koteng, med henvisning til kommentaren «Æ-en ble en nedtur» i Adresseavisen. - Vi har ikke så veldig mange fra næringslivet som spiller i Champions League. Odd Reitan og Rema-systemet har gjort det i mange år. Adressa klarer aldri å se merverdien av å ha en kapitalist som Reitan her, sier han. - Gjør vi ikke det? - Nei, ikke når en av sakene som trekkes frem som en hovedsak fra i fjor, er at det er risikofylt å drive Narvesen-kiosk. At han får en gevinst på flere milliarder på et salg i Sverige, penger som kanskje kan bli investert i midtnorsk næringsliv, det nevnes ikke. - Det har jo også blitt skrevet om? - Kanskje det har det, men det blir i hvert fall ikke nevnt som en av hovedsakene, sier Koteng. I Adresseavisens oversikt over de viktigste økonomisakene fra 2016 var det med åtte saker som handlet om, eller var relatert, til virksomhetene i Reitangruppen. Blant sakene var Remas politianmeldelse av 120 av konkurrentenes butikker , opprettelsen av forretningsområdet Reitan Kapital og investeringene i nye Britannia . Sakene om Reitans aksjesalg i svenske Axfood ble ikke nevnt. - Før Æ-lanseringen lovte Rema «noe av det råeste norsk dagligvare har sett», men konkurrentene sier at de har drevet med dette i årevis. Er det ikke da rimelig å påpeke at det ikke levde opp til forventningene? - Det var i hvert fall et veldig bra stunt, som alle fikk med seg, sier Koteng. Adresseavisens sjefredaktør Tor Olav Mørseth sier det er fint at avisen journalistikk blir diskutert, men at han ønsker å nyansere bildet litt. - Når du ser på den massive dekningen av Rema og Reitan-familien over tid, har det vært både positive og negative nyheter. Og så er det nå en gang slik at en av kjerneoppgavene til mediene er å gå makten etter i sømmene, sier Mørseth, og påpeker at Reitan-systemet forvalter store verdier innen både detaljhandel og eiendom. - Da må de også tåle et kritisk søkelys. I dette tilfellet er det snakk om et stort norsk selskap som svært aktivt har gått ut og søkt oppmerksomhet rundt sin nye lansering. Når de bygger opp forventningene på den måten, er det helt naturlig at mange har en mening om det de leverer, sier han.
N3019	100sport	vintersport	Syk Bø må stå over verdenscuprenn	Saken oppdateres. Johannes Thingnes Bø er blitt syk og kan ikke gå torsdagens verdenscupsprint i skiskyting i Oberhof. 23-åringen er blitt forkjølet og har nå reist hjem fra den tyske byen. Det melder Skiskytterforbundet på Twitter . Yngstebror Bø var nær ved å ende på pallen i verdenscuprennet i Nove Mesto i desember, men et fall på sisterunden gjorde at han måtte nøye seg med niendeplass. (©NTB)
N3093	100sport	ballsport	Frafjord takker Hegh Arntzen for hjelpen: - Hun har øyne i nakken	Saken oppdateres. Mot Frankrike klarte Norge å holde ballen i gang, og da åpnet det seg store rom for Marit Malm Frafjord. Etter feilfri skyting så langt i EM, måtte strekveteranen tåle tre bom fra god posisjon i semifinalen, men hun tok seg mesterlig inn igjen og scoret fire da Norges tiende EM-finale ble sikret. Hvis Thorir Hergeirssons lag vinner, hever Norge EM-trofeet over hodet for sjuende gang. – Jeg visste at jeg skulle skyte opp i målet, men det er ikke alltid så lett. Men så lenge man klarer å snu det, så er det vel greit, smiler Malm Frafjord. Tidligere i EM har hun gitt medspillerne klar beskjed om hun ofte er ledig, men pasningene har ofte uteblitt. Likevel har hun 22 mål etter at sju kamper er spilt. – Mot Frankrike er det mange som ser meg. Veronika, Stine, Nora og Emilie. Jeg sa fra i pausen at jeg hadde mye rom, og i andreomgangen åpnet det seg enda mer. Vi har flinke bakspillere som ser streken, og Emilie hadde et par gode innspill. Hun har litt øyne i nakken, sier Malm Frafjord. Emilie Hegh Arntzen var både lettet og glad etter at Frankrikes drøm om en EM-finale var blitt knust. – At det blir noen bom, det kan jeg ikke tenke på. Jeg må bare være offensiv, sier Hegh Arntzen om sitt eget spill. Byåsen-spilleren står bokført med 13 assist etter semifinalen. Best av de norske spillerne er Nora Mørk med 34. Hegh Arntzen noterte seg for tre av Norges 20 mål i semifinalen der lagene lenge byttet på å ha ledelsen. Hun var også solid i forsvar - og så var det innspillene til Malm Frafjord da, som overrumplet Frankrike fullstendig. – Det var veldig bra. Jeg er veldig takknemlig, sier Malm Frafjord.
N3098	pluss	pluss	Pendler-Mjøen fra Melhus krever raskere tog til Steinkjer	Saken oppdateres. Påtroppende fylkesrådmann Mjøen, som snart skal administrere hele Trøndelag og dets 4500 ansatte, er blitt ukependler. Mjøen er bosatt på gård på Hovin i Melhus, men da han i oktober fikk ny jobb i Steinkjer, kjøpte han seg sporenstreks en leilighet der, i gåavstand til Fylkets hus. Vertskommunens ordfører har klare forventninger til sin nye «hybelboer»: - Jeg forventer at han, fellesnemnda og etter hvert felles fylkesting gir innhold til det man har lagt opp til: Steinkjer som administrasjonssenter, sier Gram. - Hva er din største bekymring på vegne av Steinkjer i det nye Trøndelag? - At man ikke klarer å bygge strukturer som står seg over tid. Alle skjønner at man legger dette til grunn nå, men det skal være slik også 20–30 år frem i tid, sier Gram. - Er dette noe du kan garantere, Mjøen? - Det kan ikke jeg si med sikkerhet, jeg må forholde meg til de politiske vedtakene som til enhver tid er der. Men intensjonsplanen sier at vi skal bygge Steinkjer som administrasjonssted. Det gjør vi nå, ikke ut ifra Steinkjer som by, men ut ifra at vi trenger kompetent arbeidskraft, som Steinkjer og nærområdene gir oss, sier Mjøen. Les også: Den nye fylkesrådmannen får fotlenke i Steinkjer Gram og Mjøen var torsdag på fylkesmannens nyttårskonferanse, som samler ordførere, rådmenn og viktige samfunnsinstitusjoner fra hele Nord-Trøndelag. Tema var Trøndelag inn i fremtiden, og Mjøen mener «skal Trøndelag lykkes, må vi lykkes med Trondheim og Trondheims-regionen». Gram kommenterer: - Trondheim er viktig for oss, samtidig som Trondheim er avhengig av oss og omlandet, slår ordføreren fast. Mjøen bryter inn: - Det mest sentrale: Vi er nødt til å få på plass bedre løsninger for transport på vei og bane. Togtiden mellom byene må ned med en halvtime-førti minutter. Først og fremst gjelder det elektrifisering og dobbeltspor, sier Mjøen. - Der er jeg helt enig. Det er det viktigste enkelttiltaket for å skape vekstkraft. Dette er å bygge ett Trøndelag i praksis, slår Gram fast. Også Trondheim-rådmann Morten Wolden var på konferansen for å snakke om Trondheims rolle i det nye Trøndelag. Han hadde syv anbefalinger, deriblant bedre transportløsninger: - Jeg har tatt toget til Steinkjer tre ganger den siste måneden. Toget har vært forsinket hver gang, fortalte Wolden. En av de andre anbefalingene var å fremme Trondheim: - Frekt og freidig tror jeg det er viktig for Trøndelag at man klarer å styrke Trondheim nasjonalt og internasjonalt. Og så trenger Trøndelag noen felles prosjekter å samle seg om, sa Wolden, og nevnte blant annet VM, matproduksjon og kulturprosjekter. Les også: Disse skal lede det nye Trøndelag Politisk redaktør Tone Sofie Aglen i Adresseavisen har skrevet at Mjøen får fotlenke av Gram og andre som frykter at fylkeskommunen på sikt blir snikflyttet til Trondheim. - Jeg opplever ikke at jeg har fått en fotlenke, sier Mjøen. Heller ikke Gram mener han har gir fotlenke, og påpeker at det er langt ifra bare fylkeskommunen som avgjør fremtiden: - Hele porteføljen av regional stat er i ferd med å omstille seg: Nav, Innovasjon Norge, Skatteetaten ... Det gjelder 20–30 organisasjoner i Nord-Trøndelag, og de endrer seg delvis ukoordinert. Steinkjer er vertskap for mange av disse, og dette er i spill. Det gir oss både muligheter og bekymringer. Vi må forsvare noe av dette, og være offensive. Mye er i bevegelse, sier Gram. Han peker på at NRK skulle være i begge fylkene da de slo sammen regionkontorene: - Nå har vi bare en liten filial igjen i Steinkjer, sier Gram. Fylkesrådsleder Anne Marit Mevassvik (Ap) i Nord-Trøndelag mener den generelle sentraliseringstrenden truer: - Trondheim er en magnet. Det er ingen som tror at det blir enkelt å holde på Steinkjer som administrasjonssenter, eller at det skjer av seg selv. Vi må være veldig bevisste på det nå i etableringen. Samtidig: Hvis man snakker for mye om at det ikke går, blir det en selvoppfyllende profeti, sier Mevassvik. Fylkesmann i Nord-Trøndelag, Inge Ryan, er en av flere søkere til stillingen som ny fylkesmann i storfylket. - Det er litt spesielt å stå her når det ennå ikke er på plass hvem som blir fylkesmann, sa han til forsamlingen torsdag. På søkerlista står også stortingspolitiker Frank Jenssen (H) og fylkesrådsleder Mevassvik. Under konferansen ga flere av talerne uttrykk for at de ønsket å beholde Ryan, deriblant Frosta-ordfører Trine Haug (Sp): - Jeg var skeptisk til et felles Trøndelag i starten, men nå har jeg troa. Men det er viktig at det ikke blir Trondheim mot oss andre. Og vi skal ikke ned på nivået til Sør-Trøndelag, for eksempel når det gjelder tilbringertjenester. De skal opp på vårt nivå, sa Haug. Neste uke blir det klart hvem som blir ny fylkesmann, med hovedsete i Steinkjer. Fylkeskommunen skal være etablert og i drift fra 1. januar 2018. Les ogsp: Sørtrønderen er fra Mars, nordtrønderen er fra Venus Les også: Steinkjer verre enn Sibir
N3158	meninger	kronikker	Vant mye kompetanse ved å flytte til Trondheim	Saken oppdateres. Ti år er gått siden Arbeidstilsynet ble omorganisert og direktoratet ble flyttet fra Oslo til Trondheim. Erfaringen er at flyttingen var vellykket. Oppdraget var å bygge et helt nytt direktorat, med nye oppgaver. Det har vi gjort, og rekrutteringen av kompetente, høyt utdannede medarbeidere i Trondheim har vært uproblematisk. «Arbeidstilsynet har mistet all kompetanse», skrev Adresseavisen på sin førsteside torsdag 12. november. Dette stemmer ikke. Nær halvparten av de ansatte i det gamle direktoratet i Oslo ble overført til Arbeidstilsynets regioner og det nye direktoratet i Trondheim for ti år siden. Arbeidstilsynet som etat ble heller ikke flyttet til Trondheim, det var kun en del av etaten som ble flyttet. Av 142 ansatte i direktoratet i Oslo fortsatte 61 av disse i Arbeidstilsynet etter flyttingen; 49 i stillinger ved regionkontorene og 12 ved det nye direktoratet i Trondheim. Deres kompetanse ble altså fortsatt i etaten – og den ble og blir benyttet til de oppgavene Arbeidstilsynet er satt til å løse. Medarbeiderne la ikke igjen kompetansen sin da de flyttet til nye lokaler. Én arbeidsoppgave ble skilt ut og flyttet til NAV. Noen ansatte fulgte også med disse oppgavene. Noen pensjonerte seg. Det nye direktoratet skulle løse andre oppgaver. Blant annet ble det opprettet en egen analyseavdeling. Og med nye oppgaver var det behov for ny kompetanse. Det har vi også fått, gjennom rekruttering av meget kompetente medarbeidere her i byen og omegn. Alle departementer evaluerer sine underliggende etater med noen års mellomrom. Hensikten med evalueringen av Arbeidstilsynet var å undersøke om intensjonen med omorganiseringen i 2006 var oppnådd. En av hovedkonklusjonene i evalueringen er at «Overordnet har organisasjonsstrukturen som ble innført i 2006, fungert tilfredsstillende, men det har tatt tid å komme fram til tydelige roller og ansvars- og myndighetsforhold. Det gjelder særlig forholdet mellom direktorats- og regionnivå, der direktoratet først de senere årene har utviklet tilstrekkelig styrende og koordinerende kraft overfor svært selvstendige regionkontorer». Bildet Adresseavisen tegner av Arbeidstilsynet kjenner jeg meg derfor ikke igjen i. Det gjenspeiler heller ikke totalinntrykket som kommer fram i Agenda Kaupangs rapport. Agenda Kaupang har levert en grundig og god evaluering som viser at Arbeidstilsynet gjør et godt og solid arbeid. Rapporten viser også at vi gjennom omorganiseringen har ivaretatt alle de føringene som ble gitt oss. Det tar tid å bygge en ny organisasjon. Rapporten peker på flere viktige funn og områder for videre utvikling. Mange av anbefalingene i rapporten jobber vi allerede med i et eget kvalitetsprosjekt. Etter at EØS-avtalen åpnet for arbeidsinnvandring fra det tidligere Øst-Europa høsten 2004, har Arbeidstilsynet i Norge hatt sosial dumping høyt på dagsorden. I Norden har vi vært ledende kompetansemessig på dette området. Sosial dumping og arbeidslivskriminalitet har også stått stadig høyere på den politiske dagsorden. Som arbeidstilsyn har vi fått – og tatt – en stor rolle for å bekjempe denne useriøsiteten i arbeidslivet. Derfor gjør vi stadig flere og mer omfattende tilsyn med sosial dumping. Og derfor jobber vi kontinuerlig med å styrke etatens kompetanse i kampen mot arbeidslivskriminalitet. Vi erfarer at denne problemstillingen er så omfattende og kompleks for norsk arbeidsliv, at stadig flere av inspektørene våre nå jobber med tematikken. Vi har snudd oss raskt og økt ressursbruken. Om lag 50 prosent av ressursene våre brukes på denne utfordringen og på samarbeid med andre etater. Likevel er utfordringene så store at det er krevende å etterkomme forventningene til både eksterne og engasjerte medarbeidere i egen etat. At våre egne medarbeidere i evaluering har gitt uttrykk for at etaten trenger mer kompetanse handler derfor mer om våre egne høye ambisjoner enn at vi har lav kompetanse. Arbeidstilsynet har gått i bresjen for å få til et operativt samarbeid mellom Skatt, Politiet, NAV og Arbeidstilsynet. Vi opplever at vår kompetanse er ønsket og etterspurt. I Agenda Kaupangs rapport kommer det fram at ansatte opplever at erfaringsutvekslingen på tvers av regionene og mellom regionene og direktoratet kan bli bedre. Dette er det viktig for oss å ta tak i. I en landsdekkende etat som er spredt på mer enn 24 kontorer over hele landet, er det både tidkrevende og kostbart å møtes fysisk. De ansatte har gitt uttrykk for at de ønsker flere muligheter for erfaringsutveksling. Det vil vi legge til rette for. Vi har gode tradisjoner for samarbeid både internt og eksternt, og har mange dyktige fagpersoner som hver dag går på jobb for et godt arbeidsliv i Norge. Jeg er overbevist om at den takhøyden vi har for at ulike stemmer skal bli hørt, bidrar til å skape en dynamikk som er nødvendig for å utføre samfunnsoppdraget vårt best mulig. Vi hadde over 100 søkere til hver stilling da vi etablerte det nye direktoratet. I kunnskapsbyen Trondheim har det vært enkelt å rekruttere meget dyktige medarbeidere.
N3195	digital	digital	Hvor mye koster det å lade mobilen?	Saken oppdateres. Strømregningen har vel de fleste et forhold til. Men hvor mye koster det egentlig å holde kjøleskap, varmepumper og vaskemaskiner gående. For ikke å snakke om mobiltelefonen, livsledsageren vår som gjerne må lades både én og to ganger i døgnet. Det var spørsmålet Statnett spurte strømkunder om i en spørreundersøkelse: Hvor mye koster det å lade en smarttelefon to timer om dagen i ett år? Hva tror du, hvor mye koster det å lade en gjennomsnittsmobil et helt år? Svar i vår poll før du får fasiten litt lenger ned i saken. PS! Om det skulle være noen trøst, så bommet undertegnede til tross for at han pliktoppfyllende leser av husets strømmåler annen hver måned (ja, jeg er positiv til som alle strømkunder skal ha på plass innen 1. januar 2019). Nå kommer de snart: I undersøkelsen TNS Gallup har gjort for Statsnett anslår 38 prosent 300 kroner, 24 prosent tipper 30 kroner og 29 prosent vil ikke mene noe. Kun ni prosent svarer det som oppgis som riktig svar i undersøkelsen: Tre kroner for et helt år med lading av en gjennomsnittsmobil. Forbruket til mobilstrøm vil selvsagt variere mye med bruk og mobiltelefontype. Noen telefoner må lades oftere etter ett eller to år. Det amerikanske softwareselskapet Opower har målt en fullading av Iphone 6 til 10,5 wattimer, eller 3,8 kilowattimer i året hvis du lader et tomt batteri fullt opp én gang daglig. Med norske strømpriser blir det en årlig utgift på litt over tre kroner. For en Iphone 6s vil tilsvarende ladefrekvens koste rundt fem kroner året. — En del reflekterer kanskje ikke over hvor mye strøm en mobiltelefon bruker, men jeg vil tro at flere vil bli overrasket over hvor liten kostnad det dreier seg om, sier Nina Yong Kviberg, kommunikasjons- og samfunnspolitikksjef i Statnett, i en pressemelding. Få med deg høstens viktigste Apple-nyheter:
N3226	folk	folk	Minneord: Camilla Østnor	Saken oppdateres. CAMILLA ØSTNOR Camilla Østnor døde 6. september, bare 52 år gammel. Våre tanker går til Ola, Vegard og den nærmeste familie. Matklubben ble dannet for 20 år siden av 12 damer som alle jobbet ved Nyfødt Intensiv på St. Olavs Hospital. Camilla var med helt fra starten, og vi skulle møtes, helst annenhver måned, for å nyte god mat, drikke og for sosialt samvær. Vi har hatt mange fantastiske treff, der det meste har blitt diskutert. Vi har løst verdensproblemer, vi har flira mye, men også hatt mange faglige diskusjoner. Camilla var en foregangskvinne innen sykepleiefaget, og arbeidet også som undervisningssykepleier. Hun var tidlig ute med kunnskap og ideer som hun formidlet på en engasjerende måte, og mye av det Camilla snakket om for over 20 år siden, er høyaktuelt i dag. Hennes engasjement innen smertebehandling gjorde også at hun startet et kurs innen smerte ved det som den gangen het Høgskolen i Sør-Trøndelag (Hist). Dette ble forløperen til dagens masterprogram innen smertelindring. Camilla var kunnskapsrik, forut for sin tid og en inkluderende kollega som øste av sine erfaringer. Dokumentasjon og samfunnets krav til nye pasientovervåkningssystemer tok henne videre til databransjen der hun bidro til å utvikle pasientovervåkningsprogram som benyttes i sykehus i dag. Hun var banebrytende og til dels også selvlært innen dette området, og ble etter hvert en nøkkelperson på grunn av sin kliniske bakgrunn. Sykdommen rammet Camilla plutselig sommeren 2015. Hun hadde en styrke og evne til å tenke positivt og konstruktivt også når hun selv ble syk og hardt rammet. Hun meldte seg inn i Røde Kors som besøksvenn, og fikk raskt nye venner. Hun ble invitert i bryllup i Colombia og hun hadde virkelig tenkt å dra. Camilla hadde et sterkt ønske om å hjelpe andre som hadde det vanskelig, og under sykdomsforløpet jobbet hun med hvordan dette skulle skje når hun ble litt sterkere. Som mor var hun sterkt knytta til sine to gutter. Camilla var så glad den dagen hun fortalte at hun skulle bli farmor. Lille Fredrik ble et lyspunkt i en vanskelig tid. Matklubben har eksistert lenge, og vi sitter igjen med utrolig mange fine minner med Camilla til stede. Det har vært våre faste treff hjemme hos hverandre, det har vært hytteturer og reiser til utlandet. Vi minnes spesielt flere fantastiske turer til Frankrike der Camilla også syntes det var godt å være. Da vi drev med revy for å underholde på tilstelninger for ansatte på Nyfødt Intensiv var hun vår regissør, og det hadde aldri blitt noen revy hadde det ikke vært for Camilla. Du verden så morsomt vi hadde det. Vi vil savne hennes sprudlende latter og gode humør. Hvis ordtaket om at en god latter forlenger livet var riktig, skulle hun ha blitt minst 100 år. Det årlige lutefisklaget hjemme hos Camilla var noe vi så fram til. Et fantastisk pyntet bord med mye godt. I år vil en stol stå tom på julebordet. Vi var 12 damer, og vi er fortsatt 12. Hun vil alltid være en av oss. Matklubben Adresseavisen publiserer innsendte minneord i papiravisen og digitalt. Les flere minneord her. Vi tar gjerne imot innsendte minneord. Teksten bør ikke være mer enn 1800 tegn med mellomrom, og minneordet bør sendes inn senest én måned etter dødsfallet. Vi tar også imot bilder. Send det til folk@adresseavisen.no Minneordene skal skrives i omtaleform og bør inneholde dato for dødsfallet og alder på avdøde. Minneordet publiseres på adressa.no fortløpende og i papiravisen ved første anledning. Vis fakta
N3407	nyheter	utenriks	Brende besøker Saudi-Arabia	Saken oppdateres. – Situasjonen i Jemen er svært alvorlig. 82 prosent av innbyggerne trenger nødhjelp. Landet trenger en politisk løsning som omfatter alle parter i konflikten, sier Brende. Over 7.000 mennesker er ifølge FN drept i Jemen siden mars 2015, da en koalisjon ledet av Saudi-Arabia gikk til krig mot Houthi-opprørerne som tok kontroll over Jemens hovedstad Sana et halvt år tidligere. Saudi-Arabia har fått krass internasjonal kritikk for vilkårlig bombing av sivile i Jemen, noe som i desember fikk USA til å stanse leveransene av visse våpen til landet. Brende skal under besøket blant annet møte kong Salman bin Abdulaziz bin Saud og kronprins Mohammad bin Nayef, samt Jemens visestatsminister og utenriksminister Abdulmalik al-Mekhlafi. Menneskerettssituasjonen i Saudi-Arabia vil også bli tema under besøket, både i samtalene med landets ledere og under et møte med lederen for National Society for Human Rights. (©NTB)
N3430	pluss	nyheter	Trøndersk treningsteknologi skal sette standard over hele verden	Saken oppdateres. Mio Global fusjonerer inn trønderselskapet Beatstack. Gründer, eier og toppsjef Liz Dickinson kom mandag fra Canada til Trondheim for å undertegne kontrakten med Beatstack. Mio Global har gjort suksess med stroppeløse pulsmålere med stor presisjon. Nå mener Dickinson at PAI (personlig aktivitetsintelligens) er fremtiden for selskapet. Hensikten med PAI er å fortelle brukeren hvor mye aktivitet man trenger per uke for å få maksimal helseeffekt. - Fra nå av vil alle våre produkter være knyttet til PAI. Jeg tror PAI blir den nye standarden for å måle aktivitet. Adidas har allerede kjøpt seg inn på eiersiden i Mio, men PAI vil også bli tilgjengelig for andre selskaper gjennom lisenser. Jeg tror dette kan bli stort. Målet er at Mio Global skal femdoble omsetningen de neste fem årene, sier Dickinson. LES OGSÅ:  Kan revolusjonere måling av treningseffekt Mio Global kommer til sommeren med et treningsarmbånd og en PAI-app. For brukeren er målet å oppnå 100 PAI i uka. For å score PAI-poeng, må pulsen i været. Hjertet må jobbe. En lang, rolig spasertur holder ikke. Studier på data fra Helseundersøkelsen i Nord-Trøndelag danner grunnlaget for algoritmen bak PAI. Forskningen til Ulrik Wisløff ved K.G. Jebsen Senter for hjertetrening viser at folk som har et aktivitetsmønster som tilsvarer 100 PAI i uka, lever vesentlig lenger og er langt mer beskyttet mot livsstilssykdommer enn andre. - Mange viser interesse og PAI har åpnet dører som aldri har vært åpne før, sier Liz Dickinson. - PAI gjør det enkelt for alle å vite hvor mye aktivitet man trenger. Mio Slice er laget for livsstilsmarkedet, men vi ønsker å utvikle PAI videre, for eksempel for idrettsfolk og mennesker med kroniske lidelser. Trondheim er viktig for oss, derfor oppretter vi et kontor her. I tillegg har vi en forskningsenhet i Tel Aviv, sier Dickinson. LES OGSÅ:  Folk er helt ville etter treningstips fra NTNU Utviklingen av PAI har skjedd i Beatstack AS der NTNU Technology Transfer er største aksjonær. Avtalen som ble undertegnet på NTNU mandag betyr at Beatstack blir fusjonert inn i Mio Global mot at Beatstack-eierne får aksjer i Mio Global. Men Mio Global er ikke børsnotert og partene er svært hemmelighetsfulle om hva fusjonen egentlig innebærer. Mio Global hadde i fjor en omsetning på nærmere 170 millioner kroner. LES OGSÅ:  Slik får du mest mulig ut av treningen på kortest mulig tid - Vi har veldig lyst til å få PAI ut i verden og har knalltro på at det vil bli en global standard, sier Christian Gutvik i NTNU Technology Transfer. - Hva som kommer ut av det økonomisk for Beatstack, er vanskelig å si. Kanskje blir det bra. Da vil pengene NTNU Technology Transfer måtte tjene, gå tilbake til nye ideer og prosjekter. Gutvik synes det er ekstra stas at et produkt bygd på norsk teknologi er i ferd med å lykkes på forbrukermarkedet. Han forteller at Beatstack hele tiden ønsket at PAI skal være fritt tilgjengelig for alle. Appen Mio Pai kan allerede lastes ned gratis. Produsentene av ulike dippedutter som måtte ønske å integrere PAI i sine produkter, må imidlertid kjøpe lisenser av Mio Global. LES OGSÅ:  Eldre har like god effekt av trening som yngre - For NTNU er det viktig at god forskning kommer folket til gode, sier professor Toril Hernes, leder for institutt for sirkulasjon og bildediagnostikk. - Det er absolutt behov for noe som kan stimulere flere til å være i fysisk aktivitet og ta vare på helsen. Det tror jeg PAI kan. At god forskning og ny kunnskap kan nå ut til folk gjennom produkter og nye innovasjoner er veldig positivt, og i god NTNU-tradisjon.
